年月,経営動向・景況感,現状・見通,変化,DI,未使用1,未使用4,ジョブカテゴリ,カウント
2018-01-01,経営動向,-,かなり増加,売上高DI,-,-,0,250
2018-02-01,経営動向,-,かなり減少,売上高DI,-,-,0,950
2018-02-01,経営動向,-,やや減少,売上高DI,-,-,0,3100
2018-02-01,経営動向,-,変わらない,売上高DI,-,-,0,3350
2018-02-01,経営動向,-,やや増加,売上高DI,-,-,0,2350
2018-02-01,経営動向,-,かなり増加,売上高DI,-,-,0,250
2018-03-01,経営動向,-,かなり減少,売上高DI,-,-,0,1090
2018-03-01,経営動向,-,やや減少,売上高DI,-,-,0,3680
2018-03-01,経営動向,-,変わらない,売上高DI,-,-,0,3030
2018-03-01,経営動向,-,やや増加,売上高DI,-,-,0,2040
2018-03-01,経営動向,-,かなり増加,売上高DI,-,-,0,150
2018-04-01,経営動向,-,かなり減少,売上高DI,-,-,0,1330
2018-04-01,経営動向,-,やや減少,売上高DI,-,-,0,4880
2018-04-01,経営動向,-,変わらない,売上高DI,-,-,0,2410
2018-04-01,経営動向,-,やや増加,売上高DI,-,-,0,1280
2018-04-01,経営動向,-,かなり増加,売上高DI,-,-,0,100
2018-05-01,経営動向,-,かなり減少,売上高DI,-,-,0,1650
2018-05-01,経営動向,-,やや減少,売上高DI,-,-,0,4700
2018-05-01,経営動向,-,変わらない,売上高DI,-,-,0,2500
2018-05-01,経営動向,-,やや増加,売上高DI,-,-,0,1050
2018-05-01,経営動向,-,かなり増加,売上高DI,-,-,0,100
2018-06-01,経営動向,-,かなり減少,売上高DI,-,-,0,1080
2018-06-01,経営動向,-,やや減少,売上高DI,-,-,0,3500
2018-06-01,経営動向,-,変わらない,売上高DI,-,-,0,2960
2018-06-01,経営動向,-,やや増加,売上高DI,-,-,0,2360
2018-06-01,経営動向,-,かなり増加,売上高DI,-,-,0,100
2018-07-01,経営動向,-,かなり減少,売上高DI,-,-,0,730
2018-07-01,経営動向,-,やや減少,売上高DI,-,-,0,3160
2018-07-01,経営動向,-,変わらない,売上高DI,-,-,0,2850
2018-07-01,経営動向,-,やや増加,売上高DI,-,-,0,2950
2018-07-01,経営動向,-,かなり増加,売上高DI,-,-,0,310
2018-08-01,経営動向,-,かなり減少,売上高DI,-,-,0,960
2018-08-01,経営動向,-,やや減少,売上高DI,-,-,0,3420
2018-08-01,経営動向,-,変わらない,売上高DI,-,-,0,2620
2018-08-01,経営動向,-,やや増加,売上高DI,-,-,0,2620
2018-08-01,経営動向,-,かなり増加,売上高DI,-,-,0,370
2018-09-01,経営動向,-,かなり減少,売上高DI,-,-,0,790
2018-09-01,経営動向,-,やや減少,売上高DI,-,-,0,2700
2018-09-01,経営動向,-,変わらない,売上高DI,-,-,0,2700
2018-09-01,経営動向,-,やや増加,売上高DI,-,-,0,3020
2018-09-01,経営動向,-,かなり増加,売上高DI,-,-,0,790
2018-10-01,経営動向,-,かなり減少,売上高DI,-,-,0,1080
2018-10-01,経営動向,-,やや減少,売上高DI,-,-,0,3170
2018-10-01,経営動向,-,変わらない,売上高DI,-,-,0,2960
2018-10-01,経営動向,-,やや増加,売上高DI,-,-,0,2260
2018-10-01,経営動向,-,かなり増加,売上高DI,-,-,0,540
2018-11-01,経営動向,-,かなり減少,売上高DI,-,-,0,1320
2018-11-01,経営動向,-,やや減少,売上高DI,-,-,0,4230
2018-11-01,経営動向,-,変わらない,売上高DI,-,-,0,2430
2018-11-01,経営動向,-,やや増加,売上高DI,-,-,0,1850
2018-11-01,経営動向,-,かなり増加,売上高DI,-,-,0,160
2018-12-01,経営動向,-,かなり減少,売上高DI,-,-,0,1560
2018-12-01,経営動向,-,やや減少,売上高DI,-,-,0,4000
2018-12-01,経営動向,-,変わらない,売上高DI,-,-,0,3000
2018-12-01,経営動向,-,やや増加,売上高DI,-,-,0,1220
2018-12-01,経営動向,-,かなり増加,売上高DI,-,-,0,220
2019-01-01,経営動向,-,かなり減少,売上高DI,-,-,0,1830
2019-01-01,経営動向,-,やや減少,売上高DI,-,-,0,4250
2019-01-01,経営動向,-,変わらない,売上高DI,-,-,0,2470
2019-01-01,経営動向,-,やや増加,売上高DI,-,-,0,1400
2019-01-01,経営動向,-,かなり増加,売上高DI,-,-,0,50
2019-02-01,経営動向,-,かなり減少,売上高DI,-,-,0,2020
2019-02-01,経営動向,-,やや減少,売上高DI,-,-,0,4460
2019-02-01,経営動向,-,変わらない,売上高DI,-,-,0,2230
2019-02-01,経営動向,-,やや増加,売上高DI,-,-,0,1240
2019-02-01,経営動向,-,かなり増加,売上高DI,-,-,0,50
2019-03-01,経営動向,-,かなり減少,売上高DI,-,-,0,1410
2019-03-01,経営動向,-,やや減少,売上高DI,-,-,0,3590
2019-03-01,経営動向,-,変わらない,売上高DI,-,-,0,2920
2019-03-01,経営動向,-,やや増加,売上高DI,-,-,0,1980
2019-03-01,経営動向,-,かなり増加,売上高DI,-,-,0,100
2019-04-01,経営動向,-,かなり減少,売上高DI,-,-,0,1130
2019-04-01,経営動向,-,やや減少,売上高DI,-,-,0,4030
2019-04-01,経営動向,-,変わらない,売上高DI,-,-,0,2740
2019-04-01,経営動向,-,やや増加,売上高DI,-,-,0,1990
2019-04-01,経営動向,-,かなり増加,売上高DI,-,-,0,110
2019-05-01,経営動向,-,かなり減少,売上高DI,-,-,0,1110
2019-05-01,経営動向,-,やや減少,売上高DI,-,-,0,3470
2019-05-01,経営動向,-,変わらない,売上高DI,-,-,0,3000
2019-05-01,経営動向,-,やや増加,売上高DI,-,-,0,2370
2019-05-01,経営動向,-,かなり増加,売上高DI,-,-,0,50
2019-06-01,経営動向,-,かなり減少,売上高DI,-,-,0,990
2019-06-01,経営動向,-,やや減少,売上高DI,-,-,0,3560
2019-06-01,経営動向,-,変わらない,売上高DI,-,-,0,2980
2019-06-01,経営動向,-,やや増加,売上高DI,-,-,0,2300
2019-06-01,経営動向,-,かなり増加,売上高DI,-,-,0,160
2019-07-01,経営動向,-,かなり減少,売上高DI,-,-,0,2730
2019-07-01,経営動向,-,やや減少,売上高DI,-,-,0,4700
2019-07-01,経営動向,-,変わらない,売上高DI,-,-,0,1690
2019-07-01,経営動向,-,やや増加,売上高DI,-,-,0,770
2019-07-01,経営動向,-,かなり増加,売上高DI,-,-,0,110
2019-08-01,経営動向,-,かなり減少,売上高DI,-,-,0,1710
2019-08-01,経営動向,-,やや減少,売上高DI,-,-,0,4000
2019-08-01,経営動向,-,変わらない,売上高DI,-,-,0,2470
2019-08-01,経営動向,-,やや増加,売上高DI,-,-,0,1710
2019-08-01,経営動向,-,かなり増加,売上高DI,-,-,0,120
2019-09-01,経営動向,-,かなり減少,売上高DI,-,-,0,1410
2019-09-01,経営動向,-,やや減少,売上高DI,-,-,0,3410
2019-09-01,経営動向,-,変わらない,売上高DI,-,-,0,2350
2019-09-01,経営動向,-,やや増加,売上高DI,-,-,0,2180
2019-09-01,経営動向,-,かなり増加,売上高DI,-,-,0,650
2019-10-01,経営動向,-,かなり減少,売上高DI,-,-,0,2120
2019-10-01,経営動向,-,やや減少,売上高DI,-,-,0,3750
2019-10-01,経営動向,-,変わらない,売上高DI,-,-,0,2500
2019-10-01,経営動向,-,やや増加,売上高DI,-,-,0,1360
2019-10-01,経営動向,-,かなり増加,売上高DI,-,-,0,270
2019-11-01,経営動向,-,かなり減少,売上高DI,-,-,0,1030
2019-11-01,経営動向,-,やや減少,売上高DI,-,-,0,3430
2019-11-01,経営動向,-,変わらない,売上高DI,-,-,0,2570
2019-11-01,経営動向,-,やや増加,売上高DI,-,-,0,2690
2019-11-01,経営動向,-,かなり増加,売上高DI,-,-,0,290
2019-12-01,経営動向,-,かなり減少,売上高DI,-,-,0,910
2019-12-01,経営動向,-,やや減少,売上高DI,-,-,0,3420
2019-12-01,経営動向,-,変わらない,売上高DI,-,-,0,3320
2019-12-01,経営動向,-,やや増加,売上高DI,-,-,0,2030
2019-12-01,経営動向,-,かなり増加,売上高DI,-,-,0,320
2020-01-01,経営動向,-,かなり減少,売上高DI,-,-,0,1260
2020-01-01,経営動向,-,やや減少,売上高DI,-,-,0,3610
2020-01-01,経営動向,-,変わらない,売上高DI,-,-,0,2900
2020-01-01,経営動向,-,やや増加,売上高DI,-,-,0,1970
2020-01-01,経営動向,-,かなり増加,売上高DI,-,-,0,270
2020-02-01,経営動向,-,かなり減少,売上高DI,-,-,0,280
2020-02-01,経営動向,-,やや減少,売上高DI,-,-,0,1350
2020-02-01,経営動向,-,変わらない,売上高DI,-,-,0,2080
2020-02-01,経営動向,-,やや増加,売上高DI,-,-,0,4490
2020-02-01,経営動向,-,かなり増加,売上高DI,-,-,0,1800
2020-03-01,経営動向,-,かなり減少,売上高DI,-,-,0,550
2020-03-01,経営動向,-,やや減少,売上高DI,-,-,0,1150
2020-03-01,経営動向,-,変わらない,売上高DI,-,-,0,1370
2020-03-01,経営動向,-,やや増加,売上高DI,-,-,0,4150
2020-03-01,経営動向,-,かなり増加,売上高DI,-,-,0,2790
2020-04-01,経営動向,-,かなり減少,売上高DI,-,-,0,770
2020-04-01,経営動向,-,やや減少,売上高DI,-,-,0,820
2020-04-01,経営動向,-,変わらない,売上高DI,-,-,0,600
2020-04-01,経営動向,-,やや増加,売上高DI,-,-,0,3550
2020-04-01,経営動向,-,かなり増加,売上高DI,-,-,0,4260
2020-05-01,経営動向,-,かなり減少,売上高DI,-,-,0,570
2020-05-01,経営動向,-,やや減少,売上高DI,-,-,0,630
2020-05-01,経営動向,-,変わらない,売上高DI,-,-,0,1020
2020-05-01,経営動向,-,やや増加,売上高DI,-,-,0,3520
2020-05-01,経営動向,-,かなり増加,売上高DI,-,-,0,4260
2020-06-01,経営動向,-,かなり減少,売上高DI,-,-,0,660
2020-06-01,経営動向,-,やや減少,売上高DI,-,-,0,1260
2020-06-01,経営動向,-,変わらない,売上高DI,-,-,0,1640
2020-06-01,経営動向,-,やや増加,売上高DI,-,-,0,4540
2020-06-01,経営動向,-,かなり増加,売上高DI,-,-,0,1910
2020-07-01,経営動向,-,かなり減少,売上高DI,-,-,0,660
2020-07-01,経営動向,-,やや減少,売上高DI,-,-,0,770
2020-07-01,経営動向,-,変わらない,売上高DI,-,-,0,1820
2020-07-01,経営動向,-,やや増加,売上高DI,-,-,0,4860
2020-07-01,経営動向,-,かなり増加,売上高DI,-,-,0,1880
2020-08-01,経営動向,-,かなり減少,売上高DI,-,-,0,710
2020-08-01,経営動向,-,やや減少,売上高DI,-,-,0,1150
2020-08-01,経営動向,-,変わらない,売上高DI,-,-,0,2080
2020-08-01,経営動向,-,やや増加,売上高DI,-,-,0,4430
2020-08-01,経営動向,-,かなり増加,売上高DI,-,-,0,1640
2020-09-01,経営動向,-,かなり減少,売上高DI,-,-,0,820
2020-09-01,経営動向,-,やや減少,売上高DI,-,-,0,2790
2020-09-01,経営動向,-,変わらない,売上高DI,-,-,0,2130
2020-09-01,経営動向,-,やや増加,売上高DI,-,-,0,3550
2020-09-01,経営動向,-,かなり増加,売上高DI,-,-,0,710
2020-10-01,経営動向,-,かなり減少,売上高DI,-,-,0,440
2020-10-01,経営動向,-,やや減少,売上高DI,-,-,0,1880
2020-10-01,経営動向,-,変わらない,売上高DI,-,-,0,2150
2020-10-01,経営動向,-,やや増加,売上高DI,-,-,0,4420
2020-10-01,経営動向,-,かなり増加,売上高DI,-,-,0,1100
2020-11-01,経営動向,-,かなり減少,売上高DI,-,-,0,500
2020-11-01,経営動向,-,やや減少,売上高DI,-,-,0,2120
2020-11-01,経営動向,-,変わらない,売上高DI,-,-,0,2350
2020-11-01,経営動向,-,やや増加,売上高DI,-,-,0,4130
2020-11-01,経営動向,-,かなり増加,売上高DI,-,-,0,890
2020-12-01,経営動向,-,かなり減少,売上高DI,-,-,0,730
2020-12-01,経営動向,-,やや減少,売上高DI,-,-,0,2010
2020-12-01,経営動向,-,変わらない,売上高DI,-,-,0,2460
2020-12-01,経営動向,-,やや増加,売上高DI,-,-,0,3910
2020-12-01,経営動向,-,かなり増加,売上高DI,-,-,0,890
2021-01-01,経営動向,-,かなり減少,売上高DI,-,-,0,700
2021-01-01,経営動向,-,やや減少,売上高DI,-,-,0,1140
2021-01-01,経営動向,-,変わらない,売上高DI,-,-,0,1890
2021-01-01,経営動向,-,やや増加,売上高DI,-,-,0,4540
2021-01-01,経営動向,-,かなり増加,売上高DI,-,-,0,1730
2021-02-01,経営動向,-,かなり減少,売上高DI,-,-,0,1360
2021-02-01,経営動向,-,やや減少,売上高DI,-,-,0,3370
2021-02-01,経営動向,-,変わらない,売上高DI,-,-,0,2770
2021-02-01,経営動向,-,やや増加,売上高DI,-,-,0,2280
2021-02-01,経営動向,-,かなり増加,売上高DI,-,-,0,220
2021-03-01,経営動向,-,かなり減少,売上高DI,-,-,0,2860
2021-03-01,経営動向,-,やや減少,売上高DI,-,-,0,4430
2021-03-01,経営動向,-,変わらない,売上高DI,-,-,0,1680
2021-03-01,経営動向,-,やや増加,売上高DI,-,-,0,860
2021-03-01,経営動向,-,かなり増加,売上高DI,-,-,0,160
2021-04-01,経営動向,-,かなり減少,売上高DI,-,-,0,3890
2021-04-01,経営動向,-,やや減少,売上高DI,-,-,0,3780
2021-04-01,経営動向,-,変わらない,売上高DI,-,-,0,830
2021-04-01,経営動向,-,やや増加,売上高DI,-,-,0,1280
2021-04-01,経営動向,-,かなり増加,売上高DI,-,-,0,220
2021-05-01,経営動向,-,かなり減少,売上高DI,-,-,0,2830
2021-05-01,経営動向,-,やや減少,売上高DI,-,-,0,4080
2021-05-01,経営動向,-,変わらない,売上高DI,-,-,0,1680
2021-05-01,経営動向,-,やや増加,売上高DI,-,-,0,1250
2021-05-01,経営動向,-,かなり増加,売上高DI,-,-,0,160
2021-06-01,経営動向,-,かなり減少,売上高DI,-,-,0,2050
2021-06-01,経営動向,-,やや減少,売上高DI,-,-,0,3300
2021-06-01,経営動向,-,変わらない,売上高DI,-,-,0,2610
2021-06-01,経営動向,-,やや増加,売上高DI,-,-,0,1880
2021-06-01,経営動向,-,かなり増加,売上高DI,-,-,0,170
2021-07-01,経営動向,-,かなり減少,売上高DI,-,-,0,1260
2021-07-01,経営動向,-,やや減少,売上高DI,-,-,0,3830
2021-07-01,経営動向,-,変わらない,売上高DI,-,-,0,2510
2021-07-01,経営動向,-,やや増加,売上高DI,-,-,0,2080
2021-07-01,経営動向,-,かなり増加,売上高DI,-,-,0,330
2021-08-01,経営動向,-,かなり減少,売上高DI,-,-,0,1520
2021-08-01,経営動向,-,やや減少,売上高DI,-,-,0,4620
2021-08-01,経営動向,-,変わらない,売上高DI,-,-,0,2450
2021-08-01,経営動向,-,やや増加,売上高DI,-,-,0,980
2021-08-01,経営動向,-,かなり増加,売上高DI,-,-,0,430
2021-09-01,経営動向,-,かなり減少,売上高DI,-,-,0,1140
2021-09-01,経営動向,-,やや減少,売上高DI,-,-,0,2810
2021-09-01,経営動向,-,変わらない,売上高DI,-,-,0,2920
2021-09-01,経営動向,-,やや増加,売上高DI,-,-,0,2540
2021-09-01,経営動向,-,かなり増加,売上高DI,-,-,0,590
2021-10-01,経営動向,-,かなり減少,売上高DI,-,-,0,1300
2021-10-01,経営動向,-,やや減少,売上高DI,-,-,0,3670
2021-10-01,経営動向,-,変わらない,売上高DI,-,-,0,2710
2021-10-01,経営動向,-,やや増加,売上高DI,-,-,0,2030
2021-10-01,経営動向,-,かなり増加,売上高DI,-,-,0,280
2021-11-01,経営動向,-,かなり減少,売上高DI,-,-,0,1720
2021-11-01,経営動向,-,やや減少,売上高DI,-,-,0,4440
2021-11-01,経営動向,-,変わらない,売上高DI,-,-,0,2440
2021-11-01,経営動向,-,やや増加,売上高DI,-,-,0,1060
2021-11-01,経営動向,-,かなり増加,売上高DI,-,-,0,330
2021-12-01,経営動向,-,かなり減少,売上高DI,-,-,0,1310
2021-12-01,経営動向,-,やや減少,売上高DI,-,-,0,4260
2021-12-01,経営動向,-,変わらない,売上高DI,-,-,0,2460
2021-12-01,経営動向,-,やや増加,売上高DI,-,-,0,1690
2021-12-01,経営動向,-,かなり増加,売上高DI,-,-,0,270
2022-01-01,経営動向,-,かなり減少,売上高DI,-,-,0,1260
2022-01-01,経営動向,-,やや減少,売上高DI,-,-,0,3880
2022-01-01,経営動向,-,変わらない,売上高DI,-,-,0,2460
2022-01-01,経営動向,-,やや増加,売上高DI,-,-,0,2080
2022-01-01,経営動向,-,かなり増加,売上高DI,-,-,0,330
2022-02-01,経営動向,-,かなり減少,売上高DI,-,-,0,760
2022-02-01,経営動向,-,やや減少,売上高DI,-,-,0,2820
2022-02-01,経営動向,-,変わらない,売上高DI,-,-,0,2650
2022-02-01,経営動向,-,やや増加,売上高DI,-,-,0,3060
2022-02-01,経営動向,-,かなり増加,売上高DI,-,-,0,710
2022-03-01,経営動向,-,かなり減少,売上高DI,-,-,0,460
2022-03-01,経営動向,-,やや減少,売上高DI,-,-,0,2970
2022-03-01,経営動向,-,変わらない,売上高DI,-,-,0,2740
2022-03-01,経営動向,-,やや増加,売上高DI,-,-,0,3370
2022-03-01,経営動向,-,かなり増加,売上高DI,-,-,0,460
2022-04-01,経営動向,-,かなり減少,売上高DI,-,-,0,980
2022-04-01,経営動向,-,やや減少,売上高DI,-,-,0,3530
2022-04-01,経営動向,-,変わらない,売上高DI,-,-,0,2720
2022-04-01,経営動向,-,やや増加,売上高DI,-,-,0,2390
2022-04-01,経営動向,-,かなり増加,売上高DI,-,-,0,380
2022-05-01,経営動向,-,かなり減少,売上高DI,-,-,0,1680
2022-05-01,経営動向,-,やや減少,売上高DI,-,-,0,4160
2022-05-01,経営動向,-,変わらない,売上高DI,-,-,0,2430
2022-05-01,経営動向,-,やや増加,売上高DI,-,-,0,1560
2022-05-01,経営動向,-,かなり増加,売上高DI,-,-,0,170
2022-06-01,経営動向,-,かなり減少,売上高DI,-,-,0,1540
2022-06-01,経営動向,-,やや減少,売上高DI,-,-,0,4510
2022-06-01,経営動向,-,変わらない,売上高DI,-,-,0,2580
2022-06-01,経営動向,-,やや増加,売上高DI,-,-,0,1150
2022-06-01,経営動向,-,かなり増加,売上高DI,-,-,0,220
2022-07-01,経営動向,-,かなり減少,売上高DI,-,-,0,800
2022-07-01,経営動向,-,やや減少,売上高DI,-,-,0,2950
2022-07-01,経営動向,-,変わらない,売上高DI,-,-,0,3070
2022-07-01,経営動向,-,やや増加,売上高DI,-,-,0,2900
2022-07-01,経営動向,-,かなり増加,売上高DI,-,-,0,280
2022-08-01,経営動向,-,かなり減少,売上高DI,-,-,0,1600
2022-08-01,経営動向,-,やや減少,売上高DI,-,-,0,4170
2022-08-01,経営動向,-,変わらない,売上高DI,-,-,0,1940
2022-08-01,経営動向,-,やや増加,売上高DI,-,-,0,2060
2022-08-01,経営動向,-,かなり増加,売上高DI,-,-,0,230
2022-09-01,経営動向,-,かなり減少,売上高DI,-,-,0,1280
2022-09-01,経営動向,-,やや減少,売上高DI,-,-,0,3940
2022-09-01,経営動向,-,変わらない,売上高DI,-,-,0,2670
2022-09-01,経営動向,-,やや増加,売上高DI,-,-,0,1670
2022-09-01,経営動向,-,かなり増加,売上高DI,-,-,0,440
2022-10-01,経営動向,-,かなり減少,売上高DI,-,-,0,620
2022-10-01,経営動向,-,やや減少,売上高DI,-,-,0,2600
2022-10-01,経営動向,-,変わらない,売上高DI,-,-,0,2710
2022-10-01,経営動向,-,やや増加,売上高DI,-,-,0,3620
2022-10-01,経営動向,-,かなり増加,売上高DI,-,-,0,450
2022-11-01,経営動向,-,かなり減少,売上高DI,-,-,0,510
2022-11-01,経営動向,-,やや減少,売上高DI,-,-,0,2340
2022-11-01,経営動向,-,変わらない,売上高DI,-,-,0,2340
2022-11-01,経営動向,-,やや増加,売上高DI,-,-,0,4400
2022-11-01,経営動向,-,かなり増加,売上高DI,-,-,0,400
2022-12-01,経営動向,-,かなり減少,売上高DI,-,-,0,220
2022-12-01,経営動向,-,やや減少,売上高DI,-,-,0,1780
2022-12-01,経営動向,-,変わらない,売上高DI,-,-,0,1720
2022-12-01,経営動向,-,やや増加,売上高DI,-,-,0,5500
2022-12-01,経営動向,-,かなり増加,売上高DI,-,-,0,780
2023-01-01,経営動向,-,かなり減少,売上高DI,-,-,0,860
2023-01-01,経営動向,-,やや減少,売上高DI,-,-,0,2320
2023-01-01,経営動向,-,変わらない,売上高DI,-,-,0,2920
